Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
Dasyuromorphia	Dasyuridae	Antechinus	stuartii	Brown antechinus	285	285	30	106	7	1	365	0.016	16	27.5		5.4	671	captivity	small	acceptable			0.189	25	308.25	"2,14,23,36,213,420,434,455,469,481,522,671,730,733,978"
Dasyuromorphia	Dasyuridae	Antechinus	swainsonii	Dusky antechinus	330		28	94	8	1	365		15	41		3.3	671	captivity	small	acceptable			0.351	66.9	309.15	"365,226,719,781,032"
Dasyuromorphia	Dasyuridae	Dasycercus	cristicauda	Mulgara	315	315	38	121	7	1	365		22	115		7.4	671	captivity	small	acceptable			0.26	91	310.85	"364,344,555,225,426,000,000,000"
Dasyuromorphia	Dasyuridae	Dasykaluta	rosamondae	Little red kaluta	300		50	113	6.3	1	365		8.2	30				unknown	small	low						"5,229,781,143"
Dasyuromorphia	Dasyuridae	Dasyuroides	byrnei	Kowari	238	216	33	102	6	2	167	0.027	45	105		8	671	captivity	small	acceptable			0.439	100	308.35	"36,420,434,455,671,900"
Dasyuromorphia	Dasyuridae	Dasyurus	geoffroii	Western quoll	365		16	158	6	1	365	0.011		890		6.2	671	captivity	small	acceptable			2.991	1326.7	309.35	"365,226,719,781,032"
Dasyuromorphia	Dasyuridae	Dasyurus	hallucatus	Northern quoll	315	315		90	6.8	1	365			525		5.9	671	captivity	small	acceptable			1.501	571	309.05	"36,420,434,455,542,600,000,000"
Dasyuromorphia	Dasyuridae	Dasyurus	maculatus	"Tiger quoll, or Australian tiger cat"	340	340	21	135	3	1	365		500	5500		6.8	671	captivity	small	acceptable			3.142	1782	310.05	"36,420,455,509,671,700,000"
Dasyuromorphia	Dasyuridae	Dasyurus	viverrinus	Eastern quoll	335	335	20	168	6	1	365	0.02	600	1090		6.8	671	captivity	small	acceptable			2.26	945.3	309.05	"36,211,420,434,455,500,000,000,000"
Dasyuromorphia	Dasyuridae	Ningaui	ridei	Wongai ningaui	290		14	91	6	2	365	0.005		8.5				unknown	small	low						"434,522,978"
Dasyuromorphia	Dasyuridae	Ningaui	timealeyi	Pilbara ningaui			14	78	6	2	365	0.005	2.5	10.5				unknown	small	low						"434,455,542,978"
Dasyuromorphia	Dasyuridae	Parantechinus	apicalis	Southern dibbler	315	315	48	122	8	1	365			70		5.5	671	captivity	small	acceptable						"434,455,542,671,978"
Dasyuromorphia	Dasyuridae	Phascogale	calura	Red-tailed phascogale	330		29	90	7.5	1	365			43		4.7	671	captivity	medium	acceptable						"5,226,719,781,143"
Dasyuromorphia	Dasyuridae	Phascogale	tapoatafa	Brush-tailed phascogale	365	365	29	122	6.4	1	365		70	193.5		5.9	671	captivity	small	acceptable			0.694	153.7	310.55	"36,420,434,455,522,600,000,000"
Dasyuromorphia	Dasyuridae	Planigale	gilesi	Paucident planigale	240		16	75	6.1	2	341	0.01	5.8	6.9				unknown	small	low			0.058	9.1	308.25	"36,420,455,522,978"
Dasyuromorphia	Dasyuridae	Planigale	ingrami	Long-tailed planigale				90	7	2				4.3				unknown	tiny	low			0.065	8.8	307.65	"364,555,229,781,032"
Dasyuromorphia	Dasyuridae	Planigale	maculata	Pygmy planigale	290		20	71	7.65	2	91		4.85	10		5.8	671	captivity	small	acceptable			0.067	10.6	307.65	"36,420,455,522,671,900"
Dasyuromorphia	Dasyuridae	Planigale	tenuirostris	Narrow-nosed planigale	240		19	95	6	2	332		2.7	5.3		5.2	671	captivity	small	acceptable			0.063	7.1	307.65	"36,420,522,671,978"
Dasyuromorphia	Dasyuridae	Pseudantechinus	bilarni	Sandstone dibbler	180	180	39	122	4	1	365			28				unknown	small	low						"434,455,522,542,978"
Dasyuromorphia	Dasyuridae	Pseudantechinus	macdonnellensis	Fat-tailed marsupial mouse	350	350	43	106	6	1	365	0.0123		32.5		7	671	captivity	small	acceptable			0.152	43.1	307.35	"36,420,434,455,522,600,000,000"
Dasyuromorphia	Dasyuridae	Pseudantechinus	ningbing	Ningbing pseudantechinus	330		45	112	4		365			17.5				unknown	small	low						522
Dasyuromorphia	Dasyuridae	Pseudantechinus	woolleyae	Woolley's pseudantechinus	300				6					38				unknown	small	low						"522,671"
Dasyuromorphia	Dasyuridae	Sarcophilus	harrisii	Tasmanian devil	730	730	26	243	3	1	365	0.0235	200	6500		13	671	captivity	medium	acceptable			8.664	6126.8	308.95	"36,211,420,434,455,600,000"
Dasyuromorphia	Dasyuridae	Sminthopsis	crassicaudata	Fat-tailed dunnart	115	159	14	69	7	2	94	0.01	6.5	15		5	671	captivity	small	acceptable			0.121	16	308.35	"36,420,434,455,671,700,000,000"
Dasyuromorphia	Dasyuridae	Sminthopsis	dolichura	Little long-tailed dunnart	255				7.2		365		4	12.4				unknown	small	low						522
Dasyuromorphia	Dasyuridae	Sminthopsis	douglasi	Julia Creek dunnart	183				6.8					55				unknown	small	low						"4,346,717,309,781,300"
Dasyuromorphia	Dasyuridae	Sminthopsis	griseoventer	Gray-bellied dunnart	365									17.5		3.6	671	captivity	small	acceptable						"6,717,301,308"
Dasyuromorphia	Dasyuridae	Sminthopsis	macroura	Stripe-faced dunnart	119	159	12	70	4	2	183	0.01	7	20		4.9	671	captivity	small	acceptable			0.128	20.6	306.45	"36,420,434,455,522,600,000,000"
Dasyuromorphia	Dasyuridae	Sminthopsis	ooldea	Ooldea dunnart	300		21	70	7.25		365		4.8	11				unknown	small	low						"434,522"
Dasyuromorphia	Dasyuridae	Sminthopsis	virginiae	Red-cheeked dunnart	230		15	80	2.5		91		19	34		5.3	671	captivity	tiny	acceptable						"455,522,671"
Dasyuromorphia	Dasyuridae	Sminthopsis	youngsoni	Lesser hairy-footed dunnart					5.5		365			10		5.3	671	captivity	small	acceptable						"522,671"
Dasyuromorphia	Myrmecobiidae	Myrmecobius	fasciatus	Numbat	350	731	14	243	4		365			471.5		11	671	captivity	small	acceptable			0.907	438.2	305.65	"364,204,344,556,717,000,000,000"
Dermoptera	Cynocephalidae	Cynocephalus	volans	Philippine flying lemur			105	193	1			38.5		1300				unknown	small	low						"434,455"
Didelphimorphia	Didelphidae	Caluromys	derbianus	Central American woolly opossum	240	240	21		3					330		8.7	671	captivity	small	acceptable			1.194	342.7	308.15	"364,204,556,711,308"
Didelphimorphia	Didelphidae	Caluromys	philander	Bare-tailed woolly opossum	304		24	100	4.5	2	166	0.2	11	350		8.9	671	captivity	tiny	acceptable						"434,455,671,817,978"
Didelphimorphia	Didelphidae	Caluromysiops	irrupta	Black-shouldered opossum			13		2					250				unknown	small	low						"4,344,556,717,301,300"
Didelphimorphia	Didelphidae	Chironectes	minimus	Water opossum (yapok)	304				4		365			700		3.1	671	captivity	small	acceptable			2.793	940.5	308.15	"36,420,434,455,671,900"
Didelphimorphia	Didelphidae	Didelphis	albiventris	White-eared opossum	365	365	12	117	5	1	260			904				unknown	small	low						"434,455,522,730"
Didelphimorphia	Didelphidae	Didelphis	aurita	Big-eared opossum	170	240	14	100	6.2					850		4	671	captivity	small	acceptable						"5,226,711,308"
Didelphimorphia	Didelphidae	Didelphis	marsupialis	Southern opossum	178	240	12	94	6	2	200	0.2	96	1530		4.2	671	captivity	small	acceptable			3.31	1244.3	308.15	"36,420,455,522,671"
Didelphimorphia	Didelphidae	Didelphis	virginiana	Virginia opossum	184	243	12	102	15	2	122	0.147	142.5	3000	0.0129	6.6	671	captivity	medium	acceptable			5.299	2846.6	308.15	"3,642,043,445,547,360,000,000,000,000,000,000"
Didelphimorphia	Didelphidae	Gracilinanus	agilis	"Agile gracile opossum, or Paraguayan slender mouse opossum"	270		20		12					22		6.1	671	captivity	small	acceptable						"6,717,309,781,308"
Didelphimorphia	Didelphidae	Lutreolina	crassicaudata	Lutrine opossum	183	183	14		8	2				370		2.9	671	captivity	small	acceptable			2.265	812	308.95	"364,204,344,556,719,000,000"
Didelphimorphia	Didelphidae	Marmosa	mexicana	Mexican mouse opossum	407		14		11					49.5				unknown	small	low						"4,555,426,717,301,300"
Didelphimorphia	Didelphidae	Marmosa	murina	Murine mouse opossum	407		13	62	8.4			0.09		26		3.6	671	captivity	small	questionable						"4,556,717,301,308"
